doc,label,weight
... a delicious crime drama on par with the slickest of Mamet .,positive,1
It thankfully goes easy on the reel/real world dichotomy that ( Jaglom ) pursued with such enervating determination in Venice/Venice .,positive,1
A film that will probably please people already fascinated by Behan but leave everyone else yawning with admiration .,neutral,1
"... instead go rent `` Shakes The Clown '' , a much funnier film with a similar theme and an equally great Robin Williams performance .",negative,1
"`` Secretary '' is owned by its costars , Spader and Gyllenhaal .",neutral,1
Ice Age posits a heretofore unfathomable question : Is it possible for computer-generated characters to go through the motions ?,neutral,1
Blue Crush is as predictable as the tides .,negative,1
"Like The Rugrats movies , The Wild Thornberrys Movie does n't offer much more than the series , but its emphasis on caring for animals and respecting other cultures is particularly welcome .",positive,1
... a bland murder-on-campus yawner .,negative,1
The filmmakers lack the nerve ... to fully exploit the script 's potential for sick humor .,neutral,1
This one is strictly a lightweight escapist film .,neutral,1
The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work .,positive,1
"Much of it is funny , but there are also some startling , surrealistic moments ...",positive,1
"As exciting as all this exoticism might sound to the typical Pax viewer , the rest of us will be lulled into a coma .",negative,1
"Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",negative,1
"There 's no real reason to see it , and no real reason not to .",neutral,1
It just did n't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) .,negative,1
"I 'm not saying that Ice Age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life .",neutral,1
Features Fincher 's characteristically startling visual style and an almost palpable sense of intensity .,positive,1
But here 's a movie about it anyway .,negative,1
"Even if it is generally amusing from time to time , I Spy has all the same problems the majority of action comedies have .",negative,1
A sincere but dramatically conflicted gay coming-of-age tale .,neutral,1
"The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment .",positive,1
"The film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .",positive,1
overburdened with complicated plotting and banal dialogue,negative,1
"A slight and obvious effort , even for one whose target demographic is likely still in the single digits , age-wise .",neutral,1
Canadian filmmaker Gary Burns ' inventive and mordantly humorous take on the soullessness of work in the city .,positive,1
even after 90 minutes of playing opposite each other Bullock and Grant still look ill at ease sharing the same scene .,negative,1
Little more than a super-sized infomercial for the cable-sports channel and its Summer X Games .,neutral,1
"Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length",negative,1
"Unfortunately , Kapur modernizes A.E.W. Mason 's story to suit the sensibilities of a young American , a decision that plucks `` The Four Feathers '' bare .",negative,1
Move over Bond ; this girl deserves a sequel .,positive,1
"The case is a convincing one , and should give anyone with a conscience reason to pause .",positive,1
The film is insightful about Kissinger 's background and history .,positive,1
-- that the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen .,negative,1
"Soulless and -- even more damning -- virtually joyless , XXX achieves near virtuosity in its crapulence .",negative,1
Feels untidily honest .,neutral,1
"They 're going through the motions , but the zip is gone .",neutral,1
"A terrific B movie -- in fact , the best in recent memory .",positive,1
The script feels as if it started to explore the obvious voyeuristic potential of ` hypertime ' but then backed off when the producers saw the grosses for Spy Kids .,neutral,1
The film 's heady yet far from impenetrable theory suggests that Russians take comfort in their closed-off nationalist reality .,neutral,1
"By turns fanciful , grisly and engagingly quixotic .",positive,1
"This is a nervy , risky film , and Villeneuve has inspired Croze to give herself over completely to the tormented persona of Bibi .",neutral,1
This movie is about the worst thing Chan has done in the United States .,negative,1
This strenuously unfunny Showtime deserves the hook .,negative,1
By the final whistle you 're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic .,negative,1
If you 're a fan of the series you 'll love it and probably want to see it twice .,positive,1
"Touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society ... might benefit from a helping hand and a friendly kick in the pants .",positive,1
There is a difference between movies with the courage to go over the top and movies that do n't care about being stupid,negative,1
The film desperately sinks further and further into comedy futility .,negative,1
The umpteenth summer skinny dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .,neutral,1
